,Mark,Model,Year,Type,Distance,Engine_capacity_cm3,Fuel_type,Transmission,Price(euro)
3323,Skoda,Octavia,2012,Universal,174800,1800,Petrol,1,7900
3324,Ford,Escape,2018,Crossover,52000,1500,Petrol,2,13999
3325,Toyota,Urban Cruiser,2010,Hatchback,195500,1400,Diesel,1,7500
3328,Mazda,3,2006,Sedan,224168,1598,Petrol,2,4700
3329,Mercedes,S Class,2012,Sedan,159500,2500,Diesel,2,20999
3330,Mercedes,C Class,2000,Sedan,230000,2000,Metan/Propan,2,4800
3331,Skoda,Superb,2012,Sedan,134600,1800,Petrol,1,10599
3332,Skoda,Fabia,2016,Universal,169200,1422,Diesel,1,7499
3333,Honda,Civic,2000,Hatchback,196000,1600,Petrol,2,2750
3334,Vaz,2109,1993,Hatchback,30000,1300,Petrol,1,1000
3335,Volkswagen,Passat,2008,Universal,224000,2000,Diesel,1,7800
3337,Dacia,Logan,2008,Universal,193500,1500,Diesel,1,3200
3338,Volkswagen,Golf,2003,Universal,296000,1900,Diesel,1,3650
3339,Dacia,Logan,2006,Sedan,300000,1400,Metan/Propan,1,2200
3340,Skoda,Rapid,2013,Sedan,151000,1200,Petrol,1,5450
3341,Toyota,Auris,2015,Universal,168500,1800,Hybrid,2,12200
3342,Toyota,Corolla,2017,Sedan,133000,1400,Diesel,1,10999
3346,Toyota,Prius v,2013,Minivan,202000,1800,Hybrid,2,9900
3347,Mercedes,E Class,2014,Sedan,290000,2200,Hybrid,2,17500
3348,KIA,Sorento,2014,SUV,112000,2400,Metan/Propan,2,14700
3350,Nissan,Qashqai,2017,SUV,127200,1500,Diesel,1,13290
3351,Ford,Focus,2016,Universal,158200,1500,Diesel,2,8950
3353,Dacia,Logan,2014,Sedan,208352,1200,Petrol,1,3200
3354,Volkswagen,Sharan,2002,Minivan,223000,2000,Metan/Propan,2,4990
3355,Volkswagen,Golf,1994,Hatchback,320,1898,Diesel,1,1700
3357,Jaguar,S-Type,2002,Sedan,180000,2500,Petrol,2,5900
3358,Lexus,CT Series,2014,Hatchback,201000,1800,Hybrid,2,11999
3360,Jaguar,S-Type,2002,Sedan,184000,2500,Petrol,2,5650
3361,Toyota,Corolla,2003,Universal,265412,1400,Metan/Propan,1,4700
3362,Honda,CR-V,2000,SUV,380000,1998,Petrol,1,3500
3363,Honda,CR-V,2008,Crossover,224565,2000,Metan/Propan,1,9000
3364,Ford,Kuga,2018,SUV,153000,1500,Diesel,2,14999
3365,Opel,Astra,2000,Universal,340000,2000,Metan/Propan,1,1900
3366,Volkswagen,Golf,1992,Sedan,87000,1600,Diesel,1,400
3367,Volkswagen,Passat,1994,Sedan,400000,1798,Metan/Propan,1,1650
3368,Daewoo,Nexia,2009,Sedan,1800,1500,Metan/Propan,1,1200
3370,Renault,Kangoo,2009,Minivan,300000,1500,Diesel,1,3200
3371,Toyota,Auris,2014,Universal,176185,1364,Diesel,1,7800
3372,Nissan,Qashqai,2015,Crossover,160100,1500,Diesel,1,11790
3373,Hyundai,IONIQ,2017,Hatchback,158000,1600,Hybrid,2,12500
3374,KIA,Sportage,2013,Crossover,114000,2000,Petrol,2,13450
3375,Dacia,Lodgy,2012,Universal,133200,1500,Diesel,1,6950
3376,Ford,Mondeo,2015,Universal,270,1500,Diesel,1,9500
3377,GAZ,2410,1989,Sedan,92000,2400,Petrol,1,6900
3378,Renault,Kangoo,2014,Universal,166100,1500,Diesel,1,7250
3379,Mercedes,E Class,1998,Sedan,356000,2000,Metan/Propan,1,4600
3381,Toyota,Rav 4,2016,Hatchback,9955,2500,Hybrid,2,20500
3382,Renault,Megane,2010,Universal,180000,1400,Petrol,1,4500
3384,Honda,Civic,2006,Sedan,236,1300,Hybrid,2,5100
3385,Volkswagen,Golf Plus,2011,Hatchback,161300,1400,Petrol,2,7700
3386,Toyota,Corolla,2019,Sedan,19000,1800,Petrol,2,15490
3387,Skoda,Superb,2016,Sedan,169000,2000,Diesel,2,19900
3389,Honda,Civic,1997,Hatchback,210700,1400,Petrol,1,1600
3390,Dacia,Duster,2012,Crossover,190000,1500,Diesel,1,7499
3392,Honda,Civic,2008,Sedan,288540,1339,Hybrid,2,4900
3394,Renault,Grand Scenic,2017,Minivan,152000,1500,Diesel,1,11800
3395,Opel,Vectra,2006,Hatchback,207739,1900,Diesel,1,4999
3396,Mitsubishi,Eclipse Cross,2018,Crossover,88345,1500,Petrol,2,16999
3397,Mitsubishi,Carisma,2003,Hatchback,430000,1900,Diesel,1,1500
3398,Ford,Fusion,2017,Sedan,134000,2000,Hybrid,2,13299
3399,Nissan,Qashqai,2017,SUV,156400,1500,Diesel,1,11890
3400,Dacia,Duster,2011,SUV,123,1500,Diesel,1,7700
3401,Opel,Corsa,2008,Coupe,300,1300,Diesel,1,2600
3402,Skoda,Fabia,2012,Minivan,199000,1200,Petrol,2,5790
3403,Peugeot,407,2007,Sedan,274000,2000,Diesel,2,4450
3404,Opel,Vectra,1997,Sedan,300000,2000,Petrol,1,2300
3405,GMC,Terrain,2018,SUV,41000,1500,Petrol,2,16999
3406,Dacia,Logan,2006,Sedan,199000,1600,Metan/Propan,1,3199
3407,Volkswagen,Tiguan,2013,Crossover,147100,1400,Petrol,1,11500
3408,Toyota,Camry,2007,Sedan,165000,2400,Metan/Propan,2,8400
3409,Ford,Mondeo,2018,Universal,164000,1500,Diesel,1,11900
3410,Audi,A4,1996,Universal,280000,1900,Diesel,1,2500
3411,Toyota,Corolla Verso,2005,Minivan,305000,1800,Metan/Propan,1,4799
3412,Nissan,Primera,2002,Hatchback,260000,1800,Petrol,1,2990
3413,Skoda,Superb,2010,Sedan,159039,1789,Petrol,1,6999
3414,Volkswagen,Passat,2011,Universal,148000,1390,Petrol,1,8400
3415,Fiat,Doblo,2011,Combi,236000,1400,Metan/Propan,1,4750
3416,Opel,Astra,2001,Universal,45000,1700,Diesel,1,1500
3417,Skoda,Superb,2016,Universal,183000,1390,Petrol,2,13300
3418,BMW,3 Series,2004,Sedan,340000,2000,Diesel,1,2150
3420,Dacia,Logan,2015,Sedan,245117,1200,Metan/Propan,1,3799
3421,Fiat,Doblo,2010,Universal,158000,1300,Diesel,1,5250
3422,Toyota,Avalon,2015,Sedan,84000,2500,Hybrid,2,19999
3423,Nissan,Qashqai,2015,Crossover,152700,1500,Diesel,1,12350
3425,Ford,Mondeo,2008,Sedan,248000,1596,Petrol,1,4999
3426,BMW,5 Series,1997,Sedan,430,2000,Petrol,1,2250
3427,Ford,Fiesta,2018,Hatchback,8000,1600,Petrol,2,10300
3428,Dacia,Dokker,2014,Minivan,96210,1600,Petrol,1,5199
3429,Mercedes,C Class,2008,Sedan,194000,2500,Petrol,2,10700
3430,Volkswagen,Passat,2009,Universal,217000,2000,Diesel,2,7200
3431,Nissan,Qashqai,2010,Crossover,2536,1500,Diesel,1,7800
3433,Mercedes,B Class,2005,Hatchback,199821,1700,Petrol,2,5300
3434,Citroen,C3,2018,Hatchback,15000,1200,Petrol,2,12000
3435,Mitsubishi,Galant,1993,Sedan,337694,2000,Petrol,1,650
3436,Mazda,Premacy,2004,Minivan,23000,2000,Petrol,1,3100
3437,Vaz,2104,1991,Universal,25000,1300,Petrol,1,550
3438,Toyota,Auris,2015,Universal,161000,1800,Hybrid,2,11999
3439,Renault,Scenic,2013,Minivan,195000,1461,Diesel,2,6500
3440,Volkswagen,Golf,2015,Hatchback,185000,1400,Plug-in Hybrid,2,13500
3441,Mercedes,M Class,2005,SUV,217800,2700,Diesel,2,4800
3442,Renault,Grand Scenic,2013,Minivan,177000,1500,Diesel,1,7350
3444,Opel,Corsa,2014,Hatchback,130000,1248,Diesel,1,4900
3445,Nissan,Qashqai,2016,Crossover,151800,1500,Diesel,1,11950
3446,Nissan,Qashqai,2016,Crossover,144300,1500,Diesel,1,10750
3447,Renault,Megane,2014,Universal,254000,1500,Diesel,1,6750
3448,Skoda,Superb,2017,Sedan,190000,2000,Diesel,2,18600
3449,Toyota,Carina,1994,Sedan,300000,2000,Metan/Propan,1,1900
3450,Audi,A6,1999,Universal,1000,2500,Diesel,1,3300
3452,Lexus,GS Series,2016,Sedan,230,2500,Hybrid,2,19999
3453,Renault,Talisman,2017,Universal,175,1500,Diesel,2,12700
3456,Toyota,Prius,2011,Combi,191000,1800,Hybrid,2,8200
3457,Volkswagen,Tiguan,2018,Crossover,38000,2000,Petrol,2,16300
3458,Audi,A6,2007,Sedan,334,2000,Diesel,1,7499
3459,Renault,Megane,2008,Universal,220000,1500,Diesel,1,2500
3461,Opel,Astra,2005,Sedan,230000,1399,Metan/Propan,1,4299
3462,Renault,Kadjar,2016,Crossover,113200,1500,Diesel,2,12890
3463,Audi,A4,2013,Sedan,164967,2000,Petrol,2,14000
3464,Mercedes,E Class,1999,Sedan,300000,2200,Diesel,2,2750
3465,Mercedes,E Class,2005,Sedan,360000,2200,Diesel,2,7400
3466,Volkswagen,Transporter,1991,Universal,407000,1900,Diesel,1,3600
3467,BMW,5 Series,1995,Sedan,1,2000,Metan/Propan,1,4490
3468,Mercedes,E Class,2006,Sedan,320000,2200,Diesel,1,7300
3471,Skoda,Citigo,2014,Hatchback,45000,999,Petrol,1,5500
3472,BMW,3 Series,2008,Universal,181321,2000,Diesel,1,7999
3473,Audi,A5,2012,Coupe,98074,1999,Petrol,2,10499
3476,Mercedes,E Class,2007,Sedan,300000,2200,Diesel,1,8000
3477,Volkswagen,Golf Plus,2011,Hatchback,128240,1390,Petrol,2,8800
3478,KIA,Stonic,2018,Crossover,174768,1582,Diesel,2,13900
3479,Skoda,Octavia,2010,Universal,273000,1400,Petrol,2,5500
3480,Ford,Fusion,2015,Sedan,123500,2000,Hybrid,2,11900
3481,Mitsubishi,Colt,1996,Coupe,200000,1300,Petrol,2,1900
3482,Renault,Scenic,2006,Hatchback,260000,1500,Diesel,1,1800
3483,Volkswagen,Passat,2015,Sedan,67752,1798,Petrol,2,10000
3484,Ford,Edge,2015,SUV,158000,2000,Petrol,2,15600
3485,Mercedes,Vito,2001,Minivan,11111,2200,Diesel,1,4000
3486,Volkswagen,Passat,2001,Universal,300000,1900,Diesel,1,2500
3487,Mercedes,Vito,2016,Minivan,110000,2200,Diesel,2,21800
3488,Hyundai,Santa FE,2014,SUV,200000,2200,Diesel,2,19700
3489,Toyota,Yaris,2007,Hatchback,120000,1300,Petrol,2,4999
3490,Toyota,Prius,2011,Hatchback,360000,1800,Hybrid,2,6650
3491,Renault,Kadjar,2018,Crossover,115922,1500,Diesel,2,14299
3492,Renault,Megane,2006,Universal,260000,1500,Diesel,1,3350
3494,Skoda,Fabia,2011,Universal,202000,1200,Diesel,1,5150
3495,Dacia,Logan Mcv,2013,Universal,108147,1000,Petrol,1,5200
3496,Opel,Corsa,2011,Hatchback,149311,1248,Diesel,1,5350
3497,Renault,ZOE,2013,Hatchback,68455,2200,Electric,2,7850
3498,Dacia,Logan Mcv,2014,Universal,175000,1200,Metan/Propan,1,5450
3499,Dacia,Logan Mcv,2007,Universal,320000,1500,Diesel,1,2555
3500,Peugeot,307,2003,Hatchback,240000,2000,Metan/Propan,1,2600
3503,Toyota,Corolla,2004,Hatchback,220021,1364,Diesel,1,4999
3505,Ford,C-Max,2010,Microvan,199000,1998,Diesel,1,4000
3506,BMW,5 Series,2008,Sedan,290000,1999,Diesel,1,8800
3507,Dodge,Caliber,2007,Crossover,225715,2000,Petrol,2,5500
3508,Renault,Megane,2012,Universal,260000,1500,Diesel,2,6000
3510,Ford,Mondeo,2008,Universal,223500,1997,Diesel,1,6500
3511,Volkswagen,Passat,2008,Combi,311000,1998,Diesel,1,5500
3512,Mazda,323,2001,Hatchback,190,1600,Petrol,1,3700
3513,Toyota,Avalon,2015,Sedan,140000,2500,Hybrid,2,11000
3515,Hyundai,i30,2013,Universal,197000,1400,Diesel,1,6900
3516,BMW,3 Series,2013,Sedan,179000,2000,Petrol,2,10700
3517,Renault,Megane,2005,Cabriolet,181000,1600,Metan/Propan,1,4450
3518,Mitsubishi,Outlander,2013,SUV,187000,2000,Plug-in Hybrid,2,13999
3519,Renault,Megane,2016,Hatchback,185000,1461,Diesel,1,10500
3520,Toyota,Corolla,2004,Sedan,229000,1400,Metan/Propan,1,3600
3521,Volkswagen,Touran,2011,Minivan,264000,1390,Metan/Propan,2,8100
3522,Volkswagen,Passat,2011,Universal,212659,1400,Metan/Propan,2,6850
3523,Volkswagen,Caddy,2012,Minivan,162000,1600,Diesel,1,5900
3524,Toyota,Prius,2015,Hatchback,175000,1800,Hybrid,2,9499
3525,Mitsubishi,Outlander,2003,Crossover,180,2000,Metan/Propan,1,4700
3526,Vaz,2106,1989,Sedan,78000,1500,Petrol,1,1999
3529,Opel,Astra,2013,Universal,148000,1400,Metan/Propan,1,7900
3530,Toyota,Rav 4,2015,Crossover,77400,2500,Hybrid,2,20999
3531,Toyota,Auris,2016,Universal,164000,1800,Hybrid,2,11700
3532,Mercedes,C Class,2011,Sedan,218000,2200,Diesel,2,13499
3533,Chevrolet,Volt,2013,Sedan,125000,1398,Plug-in Hybrid,2,9700
3535,Renault,Scenic,2014,Microvan,230000,1500,Diesel,1,6800
3536,Hyundai,Tucson,2016,Crossover,64000,1591,Petrol,2,16999
3537,Renault,Kadjar,2016,SUV,113200,1500,Diesel,2,12890
3538,Volvo,S40,2008,Sedan,209000,1798,Petrol,1,6950
3539,KIA,Sportage,2017,SUV,134565,1995,Diesel,2,14900
3540,Renault,Kadjar,2017,SUV,131100,1500,Diesel,2,12690
3541,Nissan,Qashqai,2015,Crossover,92900,1500,Diesel,1,10950
3542,Toyota,Corolla,2004,Hatchback,300000,1400,Diesel,1,5400
3544,BMW,5 Series,2004,Sedan,2,2500,Diesel,2,3300
3545,Renault,Grand Scenic,2010,Universal,190000,1500,Diesel,1,5200
3546,Volkswagen,Passat,1999,Universal,300,1900,Diesel,1,1500
3549,Renault,Megane,2010,Universal,195000,1500,Diesel,1,5600
3550,Mercedes,Series (W124),1990,Sedan,224566,2000,Metan/Propan,1,750
3551,Volkswagen,Golf,1996,Sedan,280000,1600,Petrol,1,1100
3552,Renault,Megane,2005,Sedan,210100,1400,Petrol,1,3100
3553,Skoda,Superb,2014,Universal,190,2000,Diesel,2,12999
3554,Dacia,Dokker,2015,Combi,0,1500,Diesel,1,4950
3555,BMW,5 Series,2012,Sedan,174000,2000,Diesel,2,16600
3556,Dacia,Logan,2014,Universal,177000,1461,Diesel,1,5850
3557,Volkswagen,Golf,1997,Universal,241560,1800,Petrol,1,2850
3558,Skoda,Octavia,2016,Hatchback,54700,1400,Petrol,1,11250
3559,Hyundai,Trajet,2003,Minivan,10000,2000,Metan/Propan,1,3999
3560,Renault,Grand Scenic,2012,Minivan,216800,1500,Diesel,1,7350
3561,Volkswagen,Golf,2006,Hatchback,27,1400,Petrol,1,4900
3562,Volkswagen,Golf,2015,Hatchback,172152,1400,Plug-in Hybrid,2,12699
3563,Volkswagen,Golf,2014,Hatchback,30500,2000,Petrol,2,18600
3564,Dacia,Logan,2006,Sedan,252965,1397,Petrol,1,3199
3565,Volkswagen,Transporter,2002,Microvan,234500,2500,Diesel,1,4250
3566,Renault,Kadjar,2015,Crossover,200000,1500,Diesel,2,11777
3567,Dacia,Sandero Stepway,2011,Hatchback,220000,1500,Diesel,1,4250
3572,Toyota,Corolla,2006,Universal,212423,1400,Diesel,1,5400
3574,Volkswagen,Sharan,2011,Minivan,194000,2000,Diesel,2,13899
3575,Renault,Talisman,2016,Sedan,132000,1500,Diesel,1,10999
3576,Toyota,Corolla,2006,Universal,203000,1400,Diesel,1,5100
3577,Audi,A4,2000,Universal,179000,1800,Petrol,1,3000
3578,Dacia,Logan Mcv,2013,Universal,144244,1200,Metan/Propan,1,5599
3579,Dacia,Logan,2014,Sedan,313000,1200,Metan/Propan,1,3799
3580,Mercedes,E Class,2015,Sedan,132000,2200,Diesel,2,16500
3581,Dacia,Logan Mcv,2014,Universal,143237,1200,Metan/Propan,1,5299
3582,Skoda,Superb,2018,Sedan,129200,2000,Diesel,2,19999
3583,Toyota,Prius,2013,Universal,179378,1800,Plug-in Hybrid,2,8499
3584,Nissan,Qashqai,2015,SUV,92900,1500,Diesel,1,10950
3585,Volvo,S40,2010,Sedan,113000,1600,Petrol,1,7350
3587,Toyota,C-HR,2017,SUV,97000,1800,Hybrid,2,18999
3588,Volkswagen,Caravelle,2006,Minivan,1,1900,Diesel,1,7750
3589,Volkswagen,Passat,2017,Sedan,74000,2000,Diesel,2,23900
3590,Toyota,Auris,2011,Hatchback,213000,1800,Petrol,2,7950
3591,Honda,CR-V,2008,Crossover,225000,2000,Metan/Propan,2,9800
3594,BMW,3 Series,2008,Hatchback,250,2000,Petrol,1,6900
3595,Toyota,Corolla,2005,Hatchback,234000,1400,Diesel,2,5300
3597,Seat,Toledo,2002,Sedan,320000,1900,Diesel,1,2800
3598,Toyota,Corolla,2006,Hatchback,270000,1400,Diesel,2,5450
3599,Mercedes,GLA,2015,Hatchback,118000,2000,Petrol,2,16490
3600,Nissan,Juke,2015,Crossover,64000,1618,Petrol,2,10450
3601,Dacia,Logan,2010,Universal,220000,1500,Diesel,1,3650
3602,Renault,Kangoo,2007,Minivan,220000,1500,Diesel,1,2300
3603,Renault,Megane,2005,Universal,220000,1500,Diesel,1,1800
3605,Opel,Astra,2005,Universal,220000,1300,Diesel,1,2300
3606,Toyota,Corolla,2006,Hatchback,220000,1400,Diesel,1,4250
3607,Opel,Astra,2000,Universal,290000,1600,Metan/Propan,1,2600
3608,Toyota,Corolla,2009,Sedan,248645,1800,Metan/Propan,2,6500
3609,BMW,3 Series,2014,Sedan,133500,2000,Petrol,2,13500
3610,Vaz,2112,2004,Hatchback,220000,1500,Petrol,1,1200
3611,Audi,A6,2009,Sedan,345000,2000,Petrol,2,7500
3612,Renault,Laguna,2009,Hatchback,80000,1500,Diesel,1,5099
3613,Renault,Scenic,2010,Minivan,192000,1500,Diesel,1,6350
3614,Mercedes,C Class,1995,Sedan,3625,1800,Petrol,1,2200
3615,Toyota,Auris,2011,Hatchback,163000,1800,Metan/Propan,2,7800
3617,Hyundai,i40,2017,Sedan,132000,1700,Diesel,2,15999
3619,Toyota,Auris,2014,Universal,180000,1800,Hybrid,2,8990
3620,Renault,Megane,2005,Hatchback,300000,1498,Diesel,1,2700
3621,Volkswagen,Passat,2008,Universal,228000,2000,Diesel,1,7900
3622,Honda,Accord,1996,Sedan,300,2000,Petrol,1,2200
3623,Ford,Focus,2001,Sedan,165793,1990,Metan/Propan,2,1799
3624,Dacia,Dokker,2013,Universal,142000,1200,Petrol,1,6400
3625,Opel,Astra,2004,Universal,314000,1700,Diesel,1,2800
3626,Lexus,IS Series,2007,Sedan,229500,2200,Diesel,1,7600
3627,Ford,Fiesta,2011,Coupe,204000,1400,Diesel,1,2600
3629,Volkswagen,Polo,2013,Sedan,205000,1119,Diesel,1,5600
3630,Toyota,Rav 4,2016,Crossover,167315,2500,Hybrid,2,20999
3631,Opel,Corsa,2011,Hatchback,100145,1229,Metan/Propan,1,4900
3633,Volkswagen,Golf,2004,Universal,200000,1400,Petrol,1,3200
3634,Toyota,Corolla,2009,Sedan,214008,1400,Diesel,1,7499
3635,BMW,5 Series,2017,Sedan,0,2000,Petrol,2,23800
3636,Ford,Fusion,2010,Hatchback,140000,1400,Diesel,1,5545
3637,Opel,Zafira,2003,Minivan,250167,2000,Diesel,1,1400
3638,Dacia,Logan Mcv,2007,Minivan,280000,1600,Metan/Propan,1,3000
3639,Audi,A4,2007,Sedan,159000,2000,Petrol,2,6400
3640,Toyota,Auris,2017,Universal,90000,1400,Diesel,1,11000
3641,Volkswagen,Polo,2011,Hatchback,200000,1200,Diesel,1,4850
3642,Skoda,Octavia,2017,Universal,280,1500,Metan/Propan,2,11200
3643,KIA,Sportage,2013,Crossover,146000,2000,Petrol,2,13888
3644,Dacia,Logan,2015,Universal,142803,1461,Diesel,2,7300
3645,Skoda,Superb,2016,Sedan,165000,2000,Diesel,2,20400
3648,BMW,5 Series,2015,Universal,156000,2000,Diesel,2,19500
3650,Renault,Megane,2009,Universal,200000,1400,Metan/Propan,1,5400
3651,Toyota,Auris,2014,Universal,166000,1400,Diesel,1,9200
3652,Toyota,Rav 4,2013,Crossover,177000,2200,Diesel,2,17900
3653,Opel,Corsa,2014,Hatchback,142086,1300,Diesel,1,5500
3654,Honda,CR-V,2004,SUV,0,2000,Petrol,1,5200
3655,Renault,Grand Scenic,2012,Universal,191122,1600,Diesel,1,7450
3656,Nissan,Qashqai,2014,Crossover,119000,1500,Diesel,1,11500
3657,Skoda,Superb,2016,Sedan,94827,2000,Diesel,2,21999
3658,BMW,5 Series,2015,Sedan,84000,2000,Petrol,1,16500
3659,Hyundai,Santa FE,2013,SUV,190000,2200,Diesel,1,16999
3660,Audi,Q5,2017,Crossover,50000,2000,Petrol,2,20700
3662,Mitsubishi,Pajero Sport,2011,SUV,113000,2500,Diesel,2,15500
3663,Volvo,XC60,2012,Crossover,193690,2400,Diesel,2,15299
3664,Dacia,Logan,2008,Hatchback,355000,1399,Metan/Propan,1,2099
3666,Dacia,Logan,2007,Sedan,248000,1400,Metan/Propan,1,2100
3667,Renault,Kangoo,2003,Minivan,113000,1500,Diesel,1,2950
3668,Renault,Clio4,2016,Universal,172000,1461,Diesel,1,7000
3669,Volkswagen,Golf,2004,Hatchback,209150,1390,Petrol,1,3700
3670,Nissan,Qashqai,2016,Crossover,161000,1600,Diesel,2,15699
3671,Nissan,Qashqai,2009,SUV,0,2000,Petrol,2,5900
3672,Hyundai,Santa FE,2013,SUV,206392,2199,Diesel,2,16730
3673,Renault,Kadjar,2016,SUV,0,1500,Diesel,1,9400
3675,Lancia,Ypsilon,2006,Coupe,198210,1300,Diesel,1,2499
3677,Ssangyong,Korando,2016,Crossover,45000,2000,Petrol,2,13500
3678,Nissan,Juke,2011,Sedan,79800,1598,Petrol,1,7500
3679,Skoda,Yeti,2012,Crossover,150000,1200,Petrol,2,8400
3680,Volkswagen,Caravelle,2014,Minivan,127000,2000,Diesel,1,16500
3681,Toyota,Auris,2015,Universal,121520,1798,Hybrid,2,12499
3682,Nissan,Qashqai,2008,Crossover,213000,1600,Metan/Propan,1,6500
3683,Skoda,Superb,2014,Sedan,226500,2000,Diesel,2,14800
3684,BMW,5 Series,2014,Sedan,170000,2000,Diesel,2,17850
3685,Toyota,Auris,2011,Hatchback,206000,1400,Diesel,1,6900
3686,Mazda,CX-7,2007,Universal,98000,2300,Petrol,2,6200
3688,Mercedes,E Class,2010,Sedan,190000,1800,Petrol,2,13500
3689,Volkswagen,Tiguan,2008,Crossover,178000,1400,Petrol,1,7450
3690,Skoda,Superb,2013,Sedan,170000,1800,Petrol,2,11500
3692,Dacia,Duster,2016,Crossover,126952,1500,Diesel,1,9699
3693,Mazda,CX-5,2017,Crossover,144044,2200,Diesel,2,19999
3694,Renault,Espace,2015,Minivan,135771,1600,Diesel,2,15699
3695,Ford,Fusion,2013,Sedan,210000,2000,Plug-in Hybrid,2,11400
3696,Renault,Megane,2016,Hatchback,163839,1500,Diesel,1,8699
3698,Renault,Captur,2018,Hatchback,110668,1500,Diesel,2,11699
3699,Hyundai,Tucson,2017,Crossover,155081,1700,Diesel,2,17999
3700,Skoda,Fabia,2011,Universal,197000,1200,Diesel,1,4899
3702,Renault,Megane,2017,Crossover,159174,1500,Diesel,2,10999
3703,Skoda,Superb,2017,Sedan,143008,2000,Petrol,2,21999
3706,Mercedes,E Class,2015,Sedan,150000,2200,Diesel,2,18000
3707,BMW,X1,2018,Crossover,133144,2000,Diesel,2,21299
3708,Renault,Megane,2012,Universal,249858,1500,Diesel,1,5499
3710,Mazda,CX-5,2016,Crossover,142233,2200,Diesel,2,16999
3711,Volkswagen,Golf,2010,Hatchback,225000,2000,Petrol,1,10900
3712,Nissan,Qashqai,2015,Crossover,165600,1500,Diesel,1,10950
3713,Land Rover,Range Rover Sport,2008,SUV,250000,2700,Diesel,2,15700
3714,Volkswagen,Golf,2015,Hatchback,138000,1400,Plug-in Hybrid,2,12999
3715,Renault,Megane,2014,Universal,183000,1461,Diesel,2,7200
3717,Toyota,Avensis,2005,Hatchback,230000,1800,Metan/Propan,1,5700
3718,Lexus,CT Series,2012,Hatchback,199642,1800,Hybrid,2,9499
3719,Opel,Astra,2016,Universal,0,1600,Petrol,1,8700
3720,Skoda,Fabia,2011,Universal,120000,1600,Diesel,1,6000
3721,Mercedes,E Class,2019,Sedan,0,2200,Diesel,2,19700
3722,Volkswagen,Passat,2011,Sedan,248000,1400,Petrol,1,7900
3723,Audi,A4,2009,Sedan,0,2000,Petrol,2,6800
3724,Audi,A4,2008,Sedan,23,2000,Diesel,1,10000
3725,Dacia,Duster,2013,Crossover,185000,1500,Diesel,1,7250
3726,Audi,100,1991,Sedan,246800,2000,Petrol,2,2200
3727,Ford,Fusion,2017,Sedan,67000,2000,Hybrid,2,12800
3728,BMW,X3,2011,Crossover,1,1997,Diesel,2,16499
3729,Dacia,Logan,2009,Universal,200000,1600,Metan/Propan,1,4900
3730,Mercedes,B Class,2013,Hatchback,68000,1595,Petrol,2,12990
3731,Honda,CR-V,2014,Crossover,141000,2200,Diesel,2,19700
3732,Mercedes,E Class,2004,Sedan,295000,1800,Metan/Propan,1,6500
3733,Volvo,V40,1999,Universal,333333,2000,Metan/Propan,1,2400
3735,Skoda,Superb,2016,Sedan,185000,2000,Diesel,2,17500
3736,Honda,CR-V,2007,SUV,250000,2000,Metan/Propan,1,9500
3738,Toyota,Avensis,2004,Sedan,188000,1995,Diesel,1,6600
3739,BMW,3 Series,2000,Sedan,11,2000,Diesel,1,500
3740,Renault,Megane,2008,Sedan,150000,1600,Petrol,1,3600
3741,Nissan,Qashqai,2015,SUV,196000,1500,Diesel,1,10600
3744,KIA,Rio X-Line,2020,Hatchback,0,1600,Petrol,2,11990
3745,Toyota,Rav 4,2005,SUV,0,2000,Diesel,2,4700
3746,Lexus,CT Series,2014,Hatchback,178300,1800,Hybrid,2,13500
3747,Volkswagen,Golf,2009,Hatchback,210000,1400,Petrol,2,7400
3748,Skoda,Superb,2011,Sedan,150000,1400,Petrol,1,8700
3749,BMW,2 Series,2015,Microvan,212500,1495,Diesel,2,12200
3750,Volkswagen,Golf,2011,Hatchback,156893,1400,Petrol,1,7999
3752,Dodge,Caliber,2007,Universal,230000,2000,Diesel,1,5200
3753,Mini,Clubman,2016,Universal,144369,1500,Diesel,2,12699
3754,Renault,Megane,2017,Hatchback,171413,1500,Diesel,2,9699
3755,Skoda,Octavia,2009,Sedan,250000,1400,Petrol,1,5500
3756,Skoda,Rapid,2016,Sedan,118271,1400,Diesel,1,8999
3757,BMW,3 Series,2010,Universal,206000,2000,Diesel,1,8500
3758,Dacia,Lodgy,2012,Minivan,200000,1461,Diesel,1,5900
3759,Renault,Scenic,2006,Hatchback,234921,1500,Diesel,1,3100
3760,Toyota,Auris,2015,Universal,150765,1400,Diesel,1,9999
3761,Toyota,Corolla,2005,Universal,222222,1399,Diesel,1,5200
3762,Skoda,Octavia,2011,Universal,298000,1600,Diesel,1,7500
3763,Toyota,Corolla Verso,2006,Minivan,204300,1800,Petrol,1,7500
3764,Lincoln,MKZ,2017,Sedan,17,2000,Petrol,2,16590
3765,Honda,HR-V,2017,Crossover,90038,1500,Petrol,2,16999
3766,Renault,Talisman,2017,Sedan,179900,1461,Diesel,2,11900
3767,Nissan,Qashqai,2018,Crossover,136013,1500,Diesel,1,13999
3768,KIA,Ceed,2008,Hatchback,151000,1591,Petrol,1,5900
3769,Ford,Ranger,2014,Pickup,189950,2200,Diesel,1,16000
3770,Skoda,Citigo,2013,Hatchback,144350,999,Petrol,2,5900
3771,Renault,Clio4,2015,Universal,164642,1500,Diesel,2,7999
